Establishment ID,Establishment Type,Severity,Inspection Date
10752656,Food Take Out,M - Minor,2022-08-10
10752656,Food Take Out,C - Crucial,2022-08-10
10752656,Food Take Out,M - Minor,2022-08-10
10752656,Food Take Out,S - Significant,2022-08-10
10752656,Food Take Out,S - Significant,2022-08-10
10752656,Food Take Out,N/A - Not Applicable,2022-08-18
10752656,Food Take Out,C - Crucial,2023-04-04
10752656,Food Take Out,S - Significant,2023-04-04
10752656,Food Take Out,S - Significant,2023-04-04
10752656,Food Take Out,M - Minor,2023-04-04
10752656,Food Take Out,NA - Not Applicable,2023-04-04
10752656,Food Take Out,S - Significant,2023-04-04
10752656,Food Take Out,M - Minor,2023-04-04
10752656,Food Take Out,S - Significant,2023-04-04
10752656,Food Take Out,M - Minor,2023-04-04
10752656,Food Take Out,M - Minor,2023-04-13
10752656,Food Take Out,NA - Not Applicable,2023-04-13
10752656,Food Take Out,M - Minor,2023-07-24
10752656,Food Take Out,M - Minor,2023-07-24
10752656,Food Take Out,M - Minor,2023-07-24
10752656,Food Take Out,NA - Not Applicable,2023-07-24
10752656,Food Take Out,NA - Not Applicable,2023-10-31
10752656,Food Take Out,S - Significant,2023-10-31
10752656,Food Take Out,S - Significant,2023-10-31
10752656,Food Take Out,M - Minor,2023-10-31
10752656,Food Take Out,M - Minor,2023-10-31
10752656,Food Take Out,M - Minor,2024-03-06
10752656,Food Take Out,M - Minor,2024-03-06
10805561,Food Take Out,N/A - Not Applicable,2024-03-04
10805561,Food Take Out,M - Minor,2024-05-03
10805561,Food Take Out,M - Minor,2024-05-03
10510325,Restaurant,N/A - Not Applicable,2022-11-07
10510325,Restaurant,N/A - Not Applicable,2023-07-12
10776009,Restaurant,N/A - Not Applicable,2023-03-14
10776009,Restaurant,N/A - Not Applicable,2023-06-26
10776009,Restaurant,N/A - Not Applicable,2023-11-16
10776009,Restaurant,N/A - Not Applicable,2024-02-27
10776009,Restaurant,N/A - Not Applicable,2024-06-04
10776015,Restaurant,N/A - Not Applicable,2023-06-26
10776015,Restaurant,N/A - Not Applicable,2023-11-16
10776015,Restaurant,N/A - Not Applicable,2024-02-27
10776015,Restaurant,N/A - Not Applicable,2024-06-04
10776015,Restaurant,N/A - Not Applicable,2023-03-14
10776008,Restaurant,N/A - Not Applicable,2023-03-14
10776008,Restaurant,N/A - Not Applicable,2023-06-26
10776008,Restaurant,N/A - Not Applicable,2023-11-16
10776008,Restaurant,N/A - Not Applicable,2024-02-27
10776008,Restaurant,N/A - Not Applicable,2024-06-04
10776019,Restaurant,N/A - Not Applicable,2023-03-14
10776019,Restaurant,N/A - Not Applicable,2023-06-26
10776019,Restaurant,N/A - Not Applicable,2023-11-16
10776019,Restaurant,N/A - Not Applicable,2024-02-27
10776019,Restaurant,N/A - Not Applicable,2024-06-04
10776013,Restaurant,N/A - Not Applicable,2023-03-14
10776013,Restaurant,N/A - Not Applicable,2023-06-26
10776013,Restaurant,N/A - Not Applicable,2023-11-16
10776013,Restaurant,N/A - Not Applicable,2024-02-27
10776013,Restaurant,N/A - Not Applicable,2024-06-04
10776014,Restaurant,N/A - Not Applicable,2023-03-14
10776014,Restaurant,N/A - Not Applicable,2023-06-26
10776014,Restaurant,N/A - Not Applicable,2023-11-16
10776014,Restaurant,N/A - Not Applicable,2024-02-27
10776014,Restaurant,N/A - Not Applicable,2024-06-04
10500438,Food Take Out,M - Minor,2022-08-19
10500438,Food Take Out,M - Minor,2023-06-20
10500438,Food Take Out,S - Significant,2023-06-20
10500438,Food Take Out,S - Significant,2023-06-20
10500438,Food Take Out,M - Minor,2023-06-20
10500438,Food Take Out,NA - Not Applicable,2024-02-23
10500438,Food Take Out,M - Minor,2024-02-23
10500438,Food Take Out,M - Minor,2024-02-23
10814320,Food Take Out,N/A - Not Applicable,2024-06-07
10556602,Food Take Out,NA - Not Applicable,2022-11-30
10556602,Food Take Out,N/A - Not Applicable,2023-05-01
10556602,Food Take Out,N/A - Not Applicable,2024-03-08
10588973,Restaurant,S - Significant,2022-08-22
10588973,Restaurant,S - Significant,2022-08-22
10588973,Restaurant,S - Significant,2022-08-22
10588973,Restaurant,M - Minor,2022-08-22
10588973,Restaurant,M - Minor,2022-09-07
10588973,Restaurant,NA - Not Applicable,2023-04-03
10588973,Restaurant,NA - Not Applicable,2023-12-08
10588973,Restaurant,M - Minor,2023-12-08
10808982,Restaurant,M - Minor,2024-04-15
10814160,Food Take Out,N/A - Not Applicable,2024-06-06
10715579,Food Take Out,N/A - Not Applicable,2022-12-01
10781442,Restaurant,N/A - Not Applicable,2023-05-18
10781442,Restaurant,S - Significant,2023-09-15
10781442,Restaurant,N/A - Not Applicable,2024-04-24
10589964,Restaurant,M - Minor,2022-10-07
10589964,Restaurant,NA - Not Applicable,2022-10-07
10589964,Restaurant,S - Significant,2022-10-07
10589964,Restaurant,M - Minor,2022-10-07
10589964,Restaurant,S - Significant,2022-10-07
10589964,Restaurant,M - Minor,2022-10-07
10589964,Restaurant,M - Minor,2022-10-07
10589964,Restaurant,S - Significant,2023-08-09
10589964,Restaurant,S - Significant,2023-08-09
10589964,Restaurant,S - Significant,2023-08-09
10589964,Restaurant,M - Minor,2023-08-09
10589964,Restaurant,S - Significant,2023-08-09
10589964,Restaurant,M - Minor,2023-08-09
10589964,Restaurant,NA - Not Applicable,2023-08-09
10589964,Restaurant,N/A - Not Applicable,2023-08-10
10589964,Restaurant,M - Minor,2023-12-21
10589964,Restaurant,S - Significant,2023-12-21
10589964,Restaurant,S - Significant,2024-02-15
10589964,Restaurant,M - Minor,2024-02-15
10589964,Restaurant,M - Minor,2024-02-15
10589964,Restaurant,M - Minor,2024-02-15
10589964,Restaurant,NA - Not Applicable,2024-02-15
10589964,Restaurant,M - Minor,2024-02-15
10770298,Restaurant,S - Significant,2022-12-13
10812827,Restaurant,N/A - Not Applicable,2024-05-24
10742080,Restaurant,M - Minor,2022-07-14
10742080,Restaurant,M - Minor,2022-09-29
10742080,Restaurant,M - Minor,2022-09-29
10742080,Restaurant,S - Significant,2023-02-22
10742080,Restaurant,M - Minor,2023-02-22
10742080,Restaurant,NA - Not Applicable,2023-02-22
10742080,Restaurant,S - Significant,2024-03-26
10790159,Food Take Out,N/A - Not Applicable,2023-08-14
10790159,Food Take Out,N/A - Not Applicable,2024-02-13
10814724,Restaurant,NA - Not Applicable,2024-06-12
10814724,Restaurant,S - Significant,2024-06-12
10814724,Restaurant,M - Minor,2024-06-12
10772399,Restaurant,S - Significant,2023-01-19
10772399,Restaurant,N/A - Not Applicable,2023-07-07
10772399,Restaurant,S - Significant,2024-01-09
10772399,Restaurant,N/A - Not Applicable,2024-01-12
10804478,Food Take Out,N/A - Not Applicable,2024-02-20
10464953,Restaurant,N/A - Not Applicable,NA
10764683,Restaurant,M - Minor,2022-09-23
10764683,Restaurant,C - Crucial,2023-02-16
10764683,Restaurant,C - Crucial,2023-02-16
10764683,Restaurant,C - Crucial,2023-02-16
10764683,Restaurant,N/A - Not Applicable,2023-02-21
10764683,Restaurant,M - Minor,2023-07-31
10764683,Restaurant,S - Significant,2023-07-31
10764683,Restaurant,S - Significant,2023-07-31
10764683,Restaurant,M - Minor,2023-12-04
10764683,Restaurant,M - Minor,2023-12-04
10764683,Restaurant,M - Minor,2024-04-16
10764683,Restaurant,M - Minor,2024-04-16
10806585,Restaurant,N/A - Not Applicable,2024-03-15
10806585,Restaurant,N/A - Not Applicable,2024-05-27
10741800,Restaurant,M - Minor,2023-04-03
10741800,Restaurant,M - Minor,2023-04-03
10741800,Restaurant,M - Minor,2023-04-03
10741800,Restaurant,M - Minor,2023-07-01
10741800,Restaurant,M - Minor,2023-07-01
10741800,Restaurant,M - Minor,2023-07-01
10741800,Restaurant,M - Minor,2023-12-01
10741800,Restaurant,M - Minor,2023-12-01
10741800,Restaurant,M - Minor,2024-04-26
10741800,Restaurant,S - Significant,2024-04-26
10741800,Restaurant,M - Minor,2024-04-26
10447525,Restaurant,N/A - Not Applicable,2022-07-04
10447525,Restaurant,M - Minor,2023-04-17
10447525,Restaurant,M - Minor,2023-08-01
10447525,Restaurant,NA - Not Applicable,2024-06-07
10318628,Restaurant,N/A - Not Applicable,2022-12-29
10318628,Restaurant,N/A - Not Applicable,2023-05-12
10318628,Restaurant,N/A - Not Applicable,2023-12-27
10318628,Restaurant,N/A - Not Applicable,2024-05-27
10495816,Food Take Out,M - Minor,2022-08-08
10495816,Food Take Out,M - Minor,2023-01-17
10495816,Food Take Out,N/A - Not Applicable,2023-07-07
10495816,Food Take Out,NA - Not Applicable,2024-01-16
10754807,Restaurant,M - Minor,2022-10-27
10754807,Restaurant,M - Minor,2022-10-27
10754807,Restaurant,M - Minor,2022-10-27
10754807,Restaurant,N/A - Not Applicable,2023-03-07
10754807,Restaurant,S - Significant,2023-08-30
10754807,Restaurant,S - Significant,2023-08-30
10754807,Restaurant,M - Minor,2023-08-30
10754807,Restaurant,NA - Not Applicable,2023-08-30
10754807,Restaurant,S - Significant,2023-08-30
10754807,Restaurant,N/A - Not Applicable,2023-09-01
10754807,Restaurant,S - Significant,2024-04-19
10754807,Restaurant,M - Minor,2024-04-19
10754807,Restaurant,S - Significant,2024-04-19
10754807,Restaurant,S - Significant,2024-04-19
10754807,Restaurant,S - Significant,2024-04-19
10752269,Restaurant,N/A - Not Applicable,2022-08-02
10752269,Restaurant,N/A - Not Applicable,2023-01-27
10752269,Restaurant,S - Significant,2023-08-28
10752269,Restaurant,S - Significant,2023-08-28
10752269,Restaurant,M - Minor,2023-08-28
10752269,Restaurant,S - Significant,2023-08-28
10752269,Restaurant,NA - Not Applicable,2023-08-28
10752269,Restaurant,N/A - Not Applicable,2023-11-09
10752269,Restaurant,M - Minor,2024-02-05
9000031,Food Take Out,NA - Not Applicable,2023-03-15
9000031,Food Take Out,S - Significant,2023-08-24
9000031,Food Take Out,S - Significant,2023-08-24
9000031,Food Take Out,M - Minor,2023-08-24
9000031,Food Take Out,S - Significant,2023-08-24
9000031,Food Take Out,S - Significant,2023-08-24
9000031,Food Take Out,M - Minor,2023-08-24
9000031,Food Take Out,M - Minor,2023-08-24
9000031,Food Take Out,M - Minor,2023-08-24
9000031,Food Take Out,S - Significant,2023-08-24
9000031,Food Take Out,N/A - Not Applicable,2023-08-28
9000031,Food Take Out,S - Significant,2024-04-19
9000046,Food Take Out,M - Minor,2022-06-27
9000046,Food Take Out,M - Minor,2022-06-27
9000046,Food Take Out,M - Minor,2022-08-29
9000046,Food Take Out,M - Minor,2023-03-20
9000046,Food Take Out,M - Minor,2023-11-27
9000046,Food Take Out,NA - Not Applicable,2023-11-27
9000046,Food Take Out,N/A - Not Applicable,2024-06-17
9016832,Food Take Out,N/A - Not Applicable,2023-02-24
9016832,Food Take Out,N/A - Not Applicable,2023-08-03
9016832,Food Take Out,N/A - Not Applicable,2024-04-22
9043776,Food Take Out,N/A - Not Applicable,2022-08-11
9043776,Food Take Out,N/A - Not Applicable,2023-04-14
9043776,Food Take Out,N/A - Not Applicable,2023-11-13
10284603,Food Take Out,N/A - Not Applicable,2023-04-13
10284603,Food Take Out,M - Minor,2024-02-14
10284603,Food Take Out,M - Minor,2024-02-14
10349645,Food Take Out,S - Significant,2023-04-25
10349645,Food Take Out,S - Significant,2023-04-25
10349645,Food Take Out,M - Minor,2023-04-25
10349645,Food Take Out,S - Significant,2023-04-25
10349645,Food Take Out,N/A - Not Applicable,2023-04-28
10349645,Food Take Out,S - Significant,2023-09-28
10349645,Food Take Out,C - Crucial,2023-09-28
10349645,Food Take Out,S - Significant,2023-09-28
10349645,Food Take Out,M - Minor,2023-09-28
10349645,Food Take Out,NA - Not Applicable,2023-09-28
10349645,Food Take Out,N/A - Not Applicable,2023-10-06
10766596,Food Take Out,S - Significant,2022-10-20
10766596,Food Take Out,N/A - Not Applicable,2022-10-26
10766596,Food Take Out,N/A - Not Applicable,2023-06-19
10766596,Food Take Out,N/A - Not Applicable,2024-01-03
10775084,Food Take Out,M - Minor,2023-02-27
10775084,Food Take Out,N/A - Not Applicable,2023-05-08
10775084,Food Take Out,S - Significant,2023-10-16
10775084,Food Take Out,S - Significant,2023-10-16
10775084,Food Take Out,S - Significant,2023-10-16
10775084,Food Take Out,N/A - Not Applicable,2023-10-17
10775084,Food Take Out,N/A - Not Applicable,2024-02-14
10775084,Food Take Out,M - Minor,2024-06-12
10294608,Food Take Out,N/A - Not Applicable,2023-01-23
10294608,Food Take Out,N/A - Not Applicable,2023-05-11
10294608,Food Take Out,M - Minor,2023-09-29
10294608,Food Take Out,M - Minor,2023-09-29
10294608,Food Take Out,M - Minor,2024-01-18
10294608,Food Take Out,M - Minor,2024-01-18
10294608,Food Take Out,S - Significant,2024-01-18
10294608,Food Take Out,M - Minor,2024-01-18
10294608,Food Take Out,M - Minor,2024-01-18
10559262,Food Take Out,M - Minor,2022-12-20
10559262,Food Take Out,M - Minor,2022-12-20
10559262,Food Take Out,M - Minor,2023-04-18
10559262,Food Take Out,NA - Not Applicable,2023-04-18
10559262,Food Take Out,NA - Not Applicable,2023-08-21
10559262,Food Take Out,M - Minor,2023-08-21
10559262,Food Take Out,M - Minor,2023-10-18
10559262,Food Take Out,M - Minor,2024-01-16
10559262,Food Take Out,N/A - Not Applicable,2024-05-16
10587651,Restaurant,N/A - Not Applicable,2023-03-14
10587651,Restaurant,S - Significant,2023-08-25
10587651,Restaurant,M - Minor,2023-08-25
10587651,Restaurant,M - Minor,2023-08-25
10587651,Restaurant,NA - Not Applicable,2023-08-25
10587651,Restaurant,M - Minor,2023-08-25
10587651,Restaurant,M - Minor,2024-01-22
10587651,Restaurant,NA - Not Applicable,2024-01-22
10604803,Food Take Out,M - Minor,2022-08-16
10604803,Food Take Out,N/A - Not Applicable,2023-01-24
10604803,Food Take Out,M - Minor,2023-07-17
10604803,Food Take Out,N/A - Not Applicable,2024-01-26
10633698,Food Take Out,M - Minor,2022-08-10
10633698,Food Take Out,M - Minor,2023-01-20
10633698,Food Take Out,M - Minor,2023-01-20
10633698,Food Take Out,M - Minor,2023-07-04
10633698,Food Take Out,M - Minor,2023-07-04
10677386,Food Take Out,M - Minor,2022-06-29
10677386,Food Take Out,N/A - Not Applicable,2023-02-21
10677386,Food Take Out,S - Significant,2023-10-27
10677386,Food Take Out,M - Minor,2023-10-27
10677386,Food Take Out,S - Significant,2024-03-04
10677386,Food Take Out,M - Minor,2024-03-04
10681139,Food Take Out,S - Significant,2022-11-22
10681139,Food Take Out,S - Significant,2022-11-22
10681139,Food Take Out,S - Significant,2022-11-22
10681139,Food Take Out,M - Minor,2022-11-22
10681139,Food Take Out,M - Minor,2023-04-13
10681139,Food Take Out,N/A - Not Applicable,2023-07-12
10681139,Food Take Out,NA - Not Applicable,2024-01-25
10788511,Food Take Out,S - Significant,2023-07-26
10788511,Food Take Out,N/A - Not Applicable,2024-05-14
10405652,Food Take Out,M - Minor,2022-06-23
10405652,Food Take Out,M - Minor,2022-06-23
10405652,Food Take Out,M - Minor,2023-04-18
10405652,Food Take Out,M - Minor,2023-04-18
10405652,Food Take Out,S - Significant,2023-04-18
10405652,Food Take Out,S - Significant,2023-04-18
10405652,Food Take Out,S - Significant,2023-04-18
10405652,Food Take Out,N/A - Not Applicable,2023-04-26
10405652,Food Take Out,C - Crucial,2023-09-08
10405652,Food Take Out,M - Minor,2023-09-08
10405652,Food Take Out,NA - Not Applicable,2023-09-08
10405652,Food Take Out,S - Significant,2023-09-08
10405652,Food Take Out,M - Minor,2023-09-08
10405652,Food Take Out,M - Minor,2023-09-11
10656552,Restaurant,N/A - Not Applicable,2022-06-21
10656552,Restaurant,S - Significant,2023-04-25
10656552,Restaurant,M - Minor,2023-04-25
10656552,Restaurant,M - Minor,2023-04-25
10600496,Restaurant,M - Minor,2022-10-04
10600496,Restaurant,M - Minor,2023-03-21
10600496,Restaurant,M - Minor,2023-03-21
10600496,Restaurant,M - Minor,2023-06-19
10600496,Restaurant,M - Minor,2023-06-19
10600496,Restaurant,M - Minor,2023-06-19
10600496,Restaurant,S - Significant,2023-06-19
10600496,Restaurant,N/A - Not Applicable,2023-10-06
10600496,Restaurant,M - Minor,2024-02-08
10600496,Restaurant,C - Crucial,2024-02-08
10600496,Restaurant,S - Significant,2024-02-08
10600496,Restaurant,M - Minor,2024-02-08
10600496,Restaurant,N/A - Not Applicable,2024-02-16
10794907,Restaurant,M - Minor,2023-10-23
10428037,Restaurant,M - Minor,2023-03-09
10428037,Restaurant,M - Minor,2023-08-31
10428037,Restaurant,M - Minor,2023-08-31
10428037,Restaurant,N/A - Not Applicable,2023-12-14
10428037,Restaurant,S - Significant,2024-02-28
10428037,Restaurant,M - Minor,2024-02-28
10428037,Restaurant,M - Minor,2024-02-28
10428037,Restaurant,S - Significant,2024-02-28
10428037,Restaurant,M - Minor,2024-06-12
10800159,Restaurant,NA - Not Applicable,2023-12-12
10800159,Restaurant,M - Minor,2023-12-12
10800159,Restaurant,S - Significant,2023-12-12
10800159,Restaurant,S - Significant,2023-12-12
10791910,Restaurant,S - Significant,2023-08-30
10791910,Restaurant,S - Significant,2023-08-30
10791910,Restaurant,NA - Not Applicable,2023-08-30
10791910,Restaurant,N/A - Not Applicable,2023-09-22
10791910,Restaurant,S - Significant,2023-12-13
10791910,Restaurant,C - Crucial,2023-12-13
10791910,Restaurant,S - Significant,2023-12-13
10791910,Restaurant,N/A - Not Applicable,2023-12-15
10791910,Restaurant,N/A - Not Applicable,2024-03-22
9003137,Restaurant,N/A - Not Applicable,2022-06-21
9003137,Restaurant,N/A - Not Applicable,2022-11-03
9003137,Restaurant,N/A - Not Applicable,2023-02-14
9003137,Restaurant,N/A - Not Applicable,2023-11-01
9003137,Restaurant,N/A - Not Applicable,2023-12-08
9003137,Restaurant,N/A - Not Applicable,2024-03-27
10798930,Restaurant,M - Minor,2023-11-23
10729436,Food Take Out,N/A - Not Applicable,2022-10-28
10729436,Food Take Out,N/A - Not Applicable,2023-03-08
10729436,Food Take Out,N/A - Not Applicable,2024-06-10
10785924,Restaurant,N/A - Not Applicable,2023-06-30
10785924,Restaurant,N/A - Not Applicable,2023-11-30
10785924,Restaurant,N/A - Not Applicable,2024-02-16
10785924,Restaurant,N/A - Not Applicable,2024-06-11
10773130,Restaurant,S - Significant,2023-01-31
10773130,Restaurant,S - Significant,2023-01-31
10773130,Restaurant,N/A - Not Applicable,2023-02-02
10512315,Restaurant,M - Minor,2022-10-20
10512315,Restaurant,M - Minor,2022-10-20
10512315,Restaurant,M - Minor,2023-11-17
10777262,Restaurant,N/A - Not Applicable,2023-03-30
10777262,Restaurant,N/A - Not Applicable,2023-08-25
10777262,Restaurant,M - Minor,2023-11-17
10777262,Restaurant,S - Significant,2024-04-16
10777262,Restaurant,S - Significant,2024-04-16
10814917,Restaurant,N/A - Not Applicable,2024-06-13
10571100,Restaurant,N/A - Not Applicable,2022-12-06
10571100,Restaurant,N/A - Not Applicable,2023-06-30
10571100,Restaurant,N/A - Not Applicable,2023-12-06
10809881,Food Take Out,M - Minor,2024-04-24
10809881,Food Take Out,M - Minor,2024-04-24
10767609,Restaurant,M - Minor,2022-11-03
10767609,Restaurant,M - Minor,2022-11-03
10767609,Restaurant,M - Minor,2022-11-03
10767609,Restaurant,S - Significant,2023-03-23
10767609,Restaurant,M - Minor,2023-03-23
10767609,Restaurant,S - Significant,2023-03-23
10767609,Restaurant,N/A - Not Applicable,2023-07-31
10767609,Restaurant,M - Minor,2023-12-15
10767609,Restaurant,M - Minor,2023-12-15
10767609,Restaurant,M - Minor,2023-12-15
10767609,Restaurant,N/A - Not Applicable,2024-04-26
10544572,Restaurant,M - Minor,2022-12-12
10544572,Restaurant,M - Minor,2022-12-12
10544572,Restaurant,M - Minor,2022-12-12
10544572,Restaurant,M - Minor,2023-11-16
10544572,Restaurant,S - Significant,2023-11-16
10544572,Restaurant,M - Minor,2023-11-16
10544572,Restaurant,S - Significant,2023-11-16
10544572,Restaurant,S - Significant,2023-11-16
10544572,Restaurant,N/A - Not Applicable,2023-11-29
10550883,Restaurant,S - Significant,2022-06-21
10550883,Restaurant,M - Minor,2022-06-21
10550883,Restaurant,M - Minor,2023-01-25
10550883,Restaurant,S - Significant,2023-08-11
10550883,Restaurant,M - Minor,2023-08-11
10550883,Restaurant,M - Minor,2023-08-11
10550883,Restaurant,M - Minor,2023-10-25
10550883,Restaurant,M - Minor,2023-10-25
10550883,Restaurant,M - Minor,2024-03-12
10550883,Restaurant,M - Minor,2024-03-12
10550883,Restaurant,M - Minor,2024-03-12
10550883,Restaurant,M - Minor,2024-05-01
10550883,Restaurant,M - Minor,2024-05-01
10550883,Restaurant,M - Minor,2024-05-01
10550144,Restaurant,C - Crucial,2022-10-25
10550144,Restaurant,C - Crucial,2022-10-25
10550144,Restaurant,N/A - Not Applicable,2022-10-27
10550144,Restaurant,M - Minor,2023-03-07
10550144,Restaurant,S - Significant,2023-06-07
10550144,Restaurant,C - Crucial,2023-06-07
10550144,Restaurant,C - Crucial,2023-06-07
10550144,Restaurant,N/A - Not Applicable,2023-06-27
10617002,Restaurant,S - Significant,2022-08-19
10617002,Restaurant,M - Minor,2022-08-19
10617002,Restaurant,C - Crucial,2022-08-19
10617002,Restaurant,C - Crucial,2022-08-19
10617002,Restaurant,M - Minor,2022-08-19
10617002,Restaurant,N/A - Not Applicable,2022-08-23
10617002,Restaurant,M - Minor,2023-03-20
10617002,Restaurant,M - Minor,2023-03-20
10617002,Restaurant,S - Significant,2023-03-20
10617002,Restaurant,S - Significant,2023-03-20
10617002,Restaurant,N/A - Not Applicable,2023-03-22
10617002,Restaurant,M - Minor,2023-07-24
10617002,Restaurant,S - Significant,2023-07-24
10617002,Restaurant,M - Minor,2023-07-24
10617002,Restaurant,S - Significant,2023-12-11
10617002,Restaurant,M - Minor,2023-12-11
10617002,Restaurant,C - Crucial,2024-02-26
10617002,Restaurant,S - Significant,2024-02-26
10617002,Restaurant,M - Minor,2024-02-26
10617002,Restaurant,S - Significant,2024-02-26
10617002,Restaurant,S - Significant,2024-02-26
10617002,Restaurant,M - Minor,2024-02-26
10617002,Restaurant,S - Significant,2024-02-26
10617002,Restaurant,M - Minor,2024-02-26
10617002,Restaurant,N/A - Not Applicable,2024-02-28
9000116,Restaurant,N/A - Not Applicable,2023-03-23
10799554,Restaurant,M - Minor,2023-12-01
10799554,Restaurant,M - Minor,2023-12-01
10799554,Restaurant,M - Minor,2024-02-09
10799554,Restaurant,S - Significant,2024-02-09
10799554,Restaurant,M - Minor,2024-02-09
10799554,Restaurant,M - Minor,2024-02-09
10799554,Restaurant,N/A - Not Applicable,2024-02-12
10802978,Food Take Out,M - Minor,2024-01-29
10802978,Food Take Out,M - Minor,2024-01-29
10784045,Food Take Out,N/A - Not Applicable,2023-06-12
10803582,Food Take Out,NA - Not Applicable,2024-02-07
10803582,Food Take Out,S - Significant,2024-02-07
10803582,Food Take Out,S - Significant,2024-02-07
10803582,Food Take Out,N/A - Not Applicable,2024-02-09
10767367,Restaurant,S - Significant,2022-11-01
10767367,Restaurant,M - Minor,2023-03-27
10767367,Restaurant,S - Significant,2023-03-27
10767367,Restaurant,M - Minor,2023-03-27
10767367,Restaurant,M - Minor,2023-12-19
10767367,Restaurant,S - Significant,2023-12-19
10569370,Food Take Out,S - Significant,2022-06-20
10569370,Food Take Out,M - Minor,2022-06-20
10569370,Food Take Out,M - Minor,2022-06-20
10569370,Food Take Out,N/A - Not Applicable,2023-01-20
10569370,Food Take Out,M - Minor,2023-06-30
10569370,Food Take Out,C - Crucial,2023-06-30
10569370,Food Take Out,S - Significant,2023-06-30
10569370,Food Take Out,N/A - Not Applicable,2023-07-05
10569370,Food Take Out,M - Minor,2024-03-19
10569370,Food Take Out,M - Minor,2024-03-19
9417941,Restaurant,M - Minor,2023-06-20
9417941,Restaurant,NA - Not Applicable,2023-06-20
9417941,Restaurant,M - Minor,2023-06-20
10273767,Restaurant,N/A - Not Applicable,2023-01-12
9000144,Restaurant,N/A - Not Applicable,2022-11-16
9000144,Restaurant,S - Significant,2023-06-19
9000144,Restaurant,M - Minor,2023-06-19
9000144,Restaurant,S - Significant,2023-06-19
9000144,Restaurant,M - Minor,2023-06-19
9000144,Restaurant,N/A - Not Applicable,2023-11-20
9000144,Restaurant,M - Minor,2024-05-14
9013822,Food Take Out,N/A - Not Applicable,2023-01-16
9013822,Food Take Out,N/A - Not Applicable,2023-08-25
9013822,Food Take Out,NA - Not Applicable,2024-05-10
9013822,Food Take Out,S - Significant,2024-05-10
9389795,Food Take Out,M - Minor,2023-03-21
9389795,Food Take Out,N/A - Not Applicable,2023-12-13
9389795,Food Take Out,N/A - Not Applicable,2024-06-10
10205717,Food Take Out,N/A - Not Applicable,2023-03-28
10205717,Food Take Out,N/A - Not Applicable,2023-07-18
10205717,Food Take Out,N/A - Not Applicable,2024-05-06
10290975,Food Take Out,N/A - Not Applicable,2023-02-08
10290975,Food Take Out,N/A - Not Applicable,2023-07-12
10290975,Food Take Out,N/A - Not Applicable,2024-04-16
10322931,Food Take Out,M - Minor,2022-12-21
10322931,Food Take Out,N/A - Not Applicable,2023-03-17
10322931,Food Take Out,N/A - Not Applicable,2023-07-10
10322931,Food Take Out,N/A - Not Applicable,2024-02-28
10472349,Food Take Out,M - Minor,2022-07-08
10472349,Food Take Out,N/A - Not Applicable,2023-02-08
10472349,Food Take Out,M - Minor,2023-08-29
10472349,Food Take Out,S - Significant,2023-08-29
10472349,Food Take Out,N/A - Not Applicable,2024-01-09
10509563,Food Take Out,N/A - Not Applicable,2022-09-23
10509563,Food Take Out,N/A - Not Applicable,2023-02-23
10509563,Food Take Out,S - Significant,2023-08-30
10509563,Food Take Out,S - Significant,2023-08-30
10509563,Food Take Out,S - Significant,2024-02-16
10509563,Food Take Out,S - Significant,2024-02-16
10768868,Restaurant,S - Significant,2024-05-14
10768868,Restaurant,M - Minor,2024-05-14
10768868,Restaurant,S - Significant,2024-05-14
10768868,Restaurant,C - Crucial,2024-05-14
10768868,Restaurant,S - Significant,2024-05-14
10768868,Restaurant,N/A - Not Applicable,2024-05-16
10768868,Restaurant,N/A - Not Applicable,2022-11-22
10768868,Restaurant,N/A - Not Applicable,2023-06-13
10509153,Restaurant,N/A - Not Applicable,2023-02-06
10509153,Restaurant,M - Minor,2023-07-20
10761990,Restaurant,N/A - Not Applicable,2022-08-22
10761990,Restaurant,N/A - Not Applicable,2023-03-28
10761990,Restaurant,N/A - Not Applicable,2023-09-13
10761990,Restaurant,N/A - Not Applicable,2024-04-11
10489414,Restaurant,N/A - Not Applicable,2023-04-17
10489414,Restaurant,N/A - Not Applicable,2023-08-17
10641149,Restaurant,M - Minor,2023-05-16
10641149,Restaurant,S - Significant,2023-08-30
10641149,Restaurant,S - Significant,2023-08-30
10641149,Restaurant,M - Minor,2023-08-30
10641149,Restaurant,M - Minor,2023-08-30
10641149,Restaurant,N/A - Not Applicable,2023-09-05
10813969,Restaurant,N/A - Not Applicable,2024-06-05
10780835,Restaurant,N/A - Not Applicable,2023-05-11
10780835,Restaurant,N/A - Not Applicable,2023-12-12
10780835,Restaurant,N/A - Not Applicable,2024-04-09
10812820,Restaurant,M - Minor,2024-05-24
10812820,Restaurant,C - Crucial,2024-05-24
10812820,Restaurant,M - Minor,2024-05-24
10812820,Restaurant,M - Minor,2024-05-24
10812820,Restaurant,N/A - Not Applicable,2024-05-29
10797459,Restaurant,N/A - Not Applicable,2023-11-02
10797459,Restaurant,N/A - Not Applicable,2024-06-13
10699275,Restaurant,S - Significant,2022-08-02
10699275,Restaurant,M - Minor,2023-04-18
10699275,Restaurant,M - Minor,2023-08-14
10699275,Restaurant,M - Minor,2024-04-25
10699275,Restaurant,S - Significant,2024-04-25
10652896,Restaurant,M - Minor,2022-09-22
