Establishment ID,Establishment Type,Severity,Inspection Date
10754083,Restaurant,S - Significant,2022-12-12
10754083,Restaurant,N/A - Not Applicable,2023-02-03
10754083,Restaurant,S - Significant,2023-07-06
10754083,Restaurant,M - Minor,2024-03-21
10240189,Food Take Out,M - Minor,2022-06-28
10240189,Food Take Out,M - Minor,2022-06-28
10240189,Food Take Out,N/A - Not Applicable,2023-03-28
10240189,Food Take Out,N/A - Not Applicable,2023-07-24
10814131,Food Take Out,N/A - Not Applicable,2024-06-06
10776773,Restaurant,NA - Not Applicable,2023-03-23
10776773,Restaurant,M - Minor,2023-03-23
10776773,Restaurant,M - Minor,2023-05-02
10776773,Restaurant,M - Minor,2023-12-07
10776773,Restaurant,S - Significant,2023-12-07
10776773,Restaurant,M - Minor,2023-12-07
10776773,Restaurant,M - Minor,2024-02-06
10782094,Food Take Out,S - Significant,2023-05-25
10782094,Food Take Out,M - Minor,2023-05-25
10782094,Food Take Out,M - Minor,2023-05-25
10782094,Food Take Out,S - Significant,2023-05-25
10782094,Food Take Out,N/A - Not Applicable,2023-05-26
10782094,Food Take Out,M - Minor,2023-09-13
10782094,Food Take Out,M - Minor,2023-09-13
10782094,Food Take Out,M - Minor,2023-10-12
10544893,Food Take Out,N/A - Not Applicable,2022-07-19
10544893,Food Take Out,NA - Not Applicable,2023-02-17
10544893,Food Take Out,N/A - Not Applicable,2023-10-19
10544893,Food Take Out,M - Minor,2024-04-26
10544893,Food Take Out,M - Minor,2024-04-26
10787599,Food Take Out,M - Minor,2023-07-18
10787599,Food Take Out,N/A - Not Applicable,2024-04-09
10290700,Restaurant,N/A - Not Applicable,2022-07-22
10290700,Restaurant,M - Minor,2023-02-27
10290700,Restaurant,M - Minor,2023-02-27
10290700,Restaurant,M - Minor,2023-09-07
10290700,Restaurant,N/A - Not Applicable,2024-01-22
10676728,Restaurant,S - Significant,2022-08-29
10676728,Restaurant,S - Significant,2022-08-29
10676728,Restaurant,N/A - Not Applicable,2022-09-07
10676728,Restaurant,NA - Not Applicable,2023-06-28
10676728,Restaurant,M - Minor,2023-12-11
10676728,Restaurant,N/A - Not Applicable,2023-12-13
10676728,Restaurant,N/A - Not Applicable,2024-05-22
10796809,Food Take Out,N/A - Not Applicable,2023-10-25
10796809,Food Take Out,N/A - Not Applicable,2024-05-27
10811350,Restaurant,N/A - Not Applicable,2024-05-10
10633710,Restaurant,M - Minor,2022-12-14
10633710,Restaurant,S - Significant,2022-12-14
10633710,Restaurant,S - Significant,2022-12-14
10633710,Restaurant,N/A - Not Applicable,2023-04-27
10633710,Restaurant,S - Significant,2023-08-30
10633710,Restaurant,M - Minor,2023-08-30
10633710,Restaurant,M - Minor,2023-08-30
10633710,Restaurant,N/A - Not Applicable,2023-10-19
10633710,Restaurant,N/A - Not Applicable,2024-02-20
10780843,Restaurant,N/A - Not Applicable,2023-05-11
10780843,Restaurant,N/A - Not Applicable,2023-09-15
10813505,Food Take Out,NA - Not Applicable,2024-06-17
9001518,Restaurant,N/A - Not Applicable,2023-04-12
9001518,Restaurant,M - Minor,2023-09-19
9001518,Restaurant,M - Minor,2023-09-19
9001518,Restaurant,M - Minor,2024-03-14
9001518,Restaurant,S - Significant,2024-03-14
9001518,Restaurant,S - Significant,2024-03-14
9001518,Restaurant,S - Significant,2024-03-14
10780596,Food Take Out,N/A - Not Applicable,2023-05-09
10780596,Food Take Out,N/A - Not Applicable,2023-08-01
10780596,Food Take Out,N/A - Not Applicable,2024-04-25
10300481,Restaurant,M - Minor,2023-06-30
10300481,Restaurant,M - Minor,2023-06-30
10300481,Restaurant,S - Significant,2023-06-30
10759382,Food Take Out,S - Significant,2022-07-21
10759382,Food Take Out,N/A - Not Applicable,2023-02-10
10759382,Food Take Out,N/A - Not Applicable,2023-10-23
10759382,Food Take Out,N/A - Not Applicable,2024-06-12
10511852,Restaurant,M - Minor,2023-06-08
10511852,Restaurant,S - Significant,2023-06-08
10511852,Restaurant,M - Minor,2023-06-08
10511852,Restaurant,NA - Not Applicable,2023-06-08
10714005,Restaurant,M - Minor,2023-04-04
10714005,Restaurant,M - Minor,2023-04-04
10714005,Restaurant,M - Minor,2023-11-10
9001532,Restaurant,M - Minor,2023-02-22
9001532,Restaurant,M - Minor,2023-02-22
9001532,Restaurant,M - Minor,2023-08-14
9001532,Restaurant,NA - Not Applicable,2023-08-14
9001532,Restaurant,NA - Not Applicable,2023-11-29
9001532,Restaurant,M - Minor,2023-11-29
9001532,Restaurant,NA - Not Applicable,2024-03-15
9001532,Restaurant,M - Minor,2024-03-15
10473454,Restaurant,N/A - Not Applicable,2022-11-23
10473454,Restaurant,N/A - Not Applicable,2023-02-01
10473454,Restaurant,N/A - Not Applicable,2023-07-26
10473454,Restaurant,M - Minor,2024-01-10
10770407,Restaurant,N/A - Not Applicable,2022-12-15
10770407,Restaurant,M - Minor,2023-04-25
10770407,Restaurant,N/A - Not Applicable,2023-09-06
10783548,Restaurant,N/A - Not Applicable,2023-06-08
10783548,Restaurant,N/A - Not Applicable,2023-10-18
10783548,Restaurant,N/A - Not Applicable,2024-05-31
10725147,Restaurant,N/A - Not Applicable,2022-10-21
10725147,Restaurant,N/A - Not Applicable,2023-04-27
10725147,Restaurant,N/A - Not Applicable,2024-05-08
10757457,Restaurant,N/A - Not Applicable,2022-06-28
10757457,Restaurant,N/A - Not Applicable,2023-02-21
10757457,Restaurant,N/A - Not Applicable,2023-08-10
10757457,Restaurant,N/A - Not Applicable,2024-03-05
10577957,Restaurant,M - Minor,2023-04-17
10577957,Restaurant,N/A - Not Applicable,2023-07-18
10763739,Restaurant,N/A - Not Applicable,2022-09-13
10763739,Restaurant,N/A - Not Applicable,2022-12-15
10763739,Restaurant,S - Significant,2023-04-17
10763739,Restaurant,M - Minor,2023-04-17
10763739,Restaurant,M - Minor,2023-04-17
10763739,Restaurant,S - Significant,2023-04-17
10763739,Restaurant,M - Minor,2023-08-04
10763739,Restaurant,M - Minor,2023-08-04
10763739,Restaurant,M - Minor,2023-08-04
10763739,Restaurant,M - Minor,2023-11-06
10763739,Restaurant,M - Minor,2023-11-06
10763739,Restaurant,S - Significant,2023-11-06
10763739,Restaurant,S - Significant,2024-03-15
10763739,Restaurant,M - Minor,2024-03-15
10763739,Restaurant,M - Minor,2024-03-15
10763739,Restaurant,M - Minor,2024-03-15
10763739,Restaurant,S - Significant,2024-04-18
10763739,Restaurant,N/A - Not Applicable,2024-04-19
10796661,Restaurant,N/A - Not Applicable,2023-10-24
10771007,Food Take Out,N/A - Not Applicable,2022-12-28
10771007,Food Take Out,M - Minor,2023-06-05
10771007,Food Take Out,S - Significant,2023-06-05
10763378,Restaurant,N/A - Not Applicable,2022-09-08
10763378,Restaurant,NA - Not Applicable,2023-09-20
10763378,Restaurant,S - Significant,2024-02-23
10763378,Restaurant,M - Minor,2024-02-23
10763378,Restaurant,M - Minor,2024-02-23
10791376,Restaurant,N/A - Not Applicable,2023-08-24
10791376,Restaurant,N/A - Not Applicable,2024-03-27
10799849,Restaurant,M - Minor,2023-12-07
10799849,Restaurant,S - Significant,2023-12-07
10799849,Restaurant,M - Minor,2023-12-07
10799849,Restaurant,N/A - Not Applicable,2024-02-13
10632099,Food Take Out,N/A - Not Applicable,2022-07-19
10632099,Food Take Out,N/A - Not Applicable,2023-01-17
10632099,Food Take Out,N/A - Not Applicable,2023-06-27
10632099,Food Take Out,N/A - Not Applicable,2023-11-15
10632099,Food Take Out,N/A - Not Applicable,2024-01-09
10606143,Restaurant,N/A - Not Applicable,2022-09-26
10606143,Restaurant,N/A - Not Applicable,2023-02-14
10606143,Restaurant,M - Minor,2023-10-26
10606143,Restaurant,S - Significant,2023-10-26
10606143,Restaurant,S - Significant,2023-10-26
10606143,Restaurant,C - Crucial,2023-10-26
10606143,Restaurant,S - Significant,2023-10-26
10606143,Restaurant,N/A - Not Applicable,2023-10-30
10606143,Restaurant,M - Minor,2024-06-11
10606143,Restaurant,M - Minor,2024-06-11
10195291,Restaurant,N/A - Not Applicable,2022-11-25
10195291,Restaurant,N/A - Not Applicable,2024-02-05
9399015,Food Take Out,N/A - Not Applicable,2023-02-21
9399015,Food Take Out,N/A - Not Applicable,2023-12-13
9399015,Food Take Out,N/A - Not Applicable,2024-06-07
10636754,Restaurant,N/A - Not Applicable,2022-06-23
10636754,Restaurant,N/A - Not Applicable,2023-03-14
10636754,Restaurant,N/A - Not Applicable,2023-10-04
10636754,Restaurant,N/A - Not Applicable,2024-04-30
9001571,Restaurant,M - Minor,2022-10-19
9001571,Restaurant,S - Significant,2023-04-13
9001571,Restaurant,S - Significant,2023-04-13
9001571,Restaurant,M - Minor,2023-04-13
9001571,Restaurant,S - Significant,2023-08-24
9001571,Restaurant,S - Significant,2023-08-24
9001571,Restaurant,M - Minor,2023-10-18
9001571,Restaurant,M - Minor,2023-10-18
9001571,Restaurant,M - Minor,2024-02-16
10277964,Restaurant,N/A - Not Applicable,2022-12-14
10624846,Restaurant,M - Minor,2022-11-09
10624846,Restaurant,S - Significant,2022-11-09
10624846,Restaurant,N/A - Not Applicable,2023-04-27
10624846,Restaurant,S - Significant,2023-08-08
10624846,Restaurant,S - Significant,2023-08-08
10624846,Restaurant,M - Minor,2024-04-02
10624846,Restaurant,S - Significant,2024-04-02
10624846,Restaurant,M - Minor,2024-04-02
9403297,Restaurant,M - Minor,2022-09-07
9403297,Restaurant,M - Minor,2022-09-07
9403297,Restaurant,M - Minor,2023-06-26
9403297,Restaurant,M - Minor,2023-06-26
9403297,Restaurant,M - Minor,2023-12-20
9403297,Restaurant,M - Minor,2023-12-20
10360232,Restaurant,M - Minor,2022-12-07
10547735,Restaurant,S - Significant,2023-02-21
10547735,Restaurant,S - Significant,2023-02-21
10547735,Restaurant,M - Minor,2023-02-21
10547735,Restaurant,M - Minor,2023-07-12
10547735,Restaurant,M - Minor,2023-07-12
10547735,Restaurant,NA - Not Applicable,2023-07-12
10574709,Restaurant,S - Significant,2022-10-25
10574709,Restaurant,M - Minor,2022-10-25
10574709,Restaurant,M - Minor,2023-04-25
10574709,Restaurant,N/A - Not Applicable,2023-11-15
10574709,Restaurant,N/A - Not Applicable,2024-02-12
10780052,Food Take Out,S - Significant,2023-05-04
10780052,Food Take Out,N/A - Not Applicable,2023-11-16
10780052,Food Take Out,M - Minor,2024-03-07
9091404,Restaurant,S - Significant,2022-10-06
9091404,Restaurant,S - Significant,2022-10-06
9091404,Restaurant,M - Minor,2022-10-06
9091404,Restaurant,M - Minor,2022-10-06
9091404,Restaurant,M - Minor,2023-06-08
9091404,Restaurant,S - Significant,2023-06-08
9091404,Restaurant,N/A - Not Applicable,2023-07-13
9091404,Restaurant,N/A - Not Applicable,2023-12-01
9091404,Restaurant,M - Minor,2024-02-02
9091404,Restaurant,M - Minor,2024-02-02
9091404,Restaurant,M - Minor,2024-02-02
9091404,Restaurant,M - Minor,2024-02-02
9091404,Restaurant,M - Minor,2024-05-16
10773132,Restaurant,N/A - Not Applicable,2023-01-31
10773132,Restaurant,N/A - Not Applicable,2023-08-30
10773132,Restaurant,S - Significant,2023-10-19
10773132,Restaurant,M - Minor,2024-02-22
10773132,Restaurant,N/A - Not Applicable,2024-05-29
10543611,Restaurant,N/A - Not Applicable,2022-10-14
10543611,Restaurant,M - Minor,2023-01-20
10543611,Restaurant,N/A - Not Applicable,2023-08-25
10543611,Restaurant,S - Significant,2024-02-06
10543611,Restaurant,NA - Not Applicable,2024-02-06
10814167,Food Take Out,N/A - Not Applicable,2024-06-06
10814163,Food Take Out,N/A - Not Applicable,2024-06-06
10777054,Restaurant,S - Significant,2024-04-26
10777054,Restaurant,S - Significant,2024-04-26
10777054,Restaurant,N/A - Not Applicable,2023-03-28
10777054,Restaurant,N/A - Not Applicable,2023-05-16
10777054,Restaurant,M - Minor,2023-08-23
10777054,Restaurant,N/A - Not Applicable,2023-10-16
10777054,Restaurant,S - Significant,2024-03-26
10777054,Restaurant,S - Significant,2024-03-26
10633336,Restaurant,M - Minor,2022-08-18
10633336,Restaurant,M - Minor,2023-03-23
10633336,Restaurant,S - Significant,2023-03-23
10633336,Restaurant,M - Minor,2023-03-23
10633336,Restaurant,N/A - Not Applicable,2023-08-18
10573412,Food Take Out,M - Minor,2022-07-11
10573412,Food Take Out,NA - Not Applicable,2022-07-11
10573412,Food Take Out,N/A - Not Applicable,2023-02-14
10573412,Food Take Out,N/A - Not Applicable,2023-07-21
10573412,Food Take Out,M - Minor,2024-03-01
10384198,Restaurant,M - Minor,2022-10-27
10384198,Restaurant,M - Minor,2023-05-04
10384198,Restaurant,M - Minor,2023-05-04
10384198,Restaurant,M - Minor,2023-05-04
9407429,Restaurant,N/A - Not Applicable,2022-11-22
9407429,Restaurant,N/A - Not Applicable,2023-10-05
10369545,Restaurant,N/A - Not Applicable,2022-12-30
10369545,Restaurant,N/A - Not Applicable,2023-11-17
10779845,Restaurant,C - Crucial,2023-05-02
10779845,Restaurant,M - Minor,2023-05-02
10779845,Restaurant,S - Significant,2023-05-02
10779845,Restaurant,M - Minor,2023-05-02
10779845,Restaurant,N/A - Not Applicable,2023-05-04
10540889,Restaurant,N/A - Not Applicable,2023-03-08
10540889,Restaurant,N/A - Not Applicable,2023-08-25
10540889,Restaurant,S - Significant,2024-03-12
10540889,Restaurant,M - Minor,2024-03-12
10540889,Restaurant,M - Minor,2024-03-12
10683779,Food Take Out,N/A - Not Applicable,2022-08-19
10410295,Restaurant,N/A - Not Applicable,2022-10-24
10410295,Restaurant,M - Minor,2023-04-20
10410295,Restaurant,NA - Not Applicable,2023-04-20
10410295,Restaurant,M - Minor,2023-04-20
10410295,Restaurant,M - Minor,2023-08-23
10410295,Restaurant,M - Minor,2023-08-23
10410295,Restaurant,N/A - Not Applicable,2023-10-31
10410295,Restaurant,N/A - Not Applicable,2024-04-22
10379393,Food Take Out,M - Minor,2022-09-14
10763234,Restaurant,N/A - Not Applicable,2022-09-07
10763234,Restaurant,N/A - Not Applicable,2023-04-27
10763234,Restaurant,M - Minor,2023-12-14
10763234,Restaurant,S - Significant,2023-12-14
10763234,Restaurant,S - Significant,2023-12-14
10786397,Restaurant,N/A - Not Applicable,2023-07-06
9001612,Restaurant,N/A - Not Applicable,2022-08-12
9001612,Restaurant,N/A - Not Applicable,2023-04-12
9001612,Restaurant,N/A - Not Applicable,2023-08-21
9001612,Restaurant,N/A - Not Applicable,2024-03-21
10717688,Food Take Out,N/A - Not Applicable,2022-10-26
10717688,Food Take Out,S - Significant,2023-02-24
10717688,Food Take Out,S - Significant,2023-02-24
10717688,Food Take Out,NA - Not Applicable,2023-02-24
10717688,Food Take Out,M - Minor,2023-08-18
10717688,Food Take Out,NA - Not Applicable,2023-08-18
10717688,Food Take Out,N/A - Not Applicable,2024-01-16
10368469,Restaurant,M - Minor,2022-10-26
10368469,Restaurant,M - Minor,2022-10-26
10368469,Restaurant,S - Significant,2023-04-04
10368469,Restaurant,M - Minor,2024-06-13
10368469,Restaurant,M - Minor,2024-06-13
10544393,Restaurant,N/A - Not Applicable,2022-07-28
10544393,Restaurant,N/A - Not Applicable,2023-02-22
10544393,Restaurant,N/A - Not Applicable,2023-07-27
10544393,Restaurant,N/A - Not Applicable,2024-03-05
10544393,Restaurant,S - Significant,2024-03-15
10544393,Restaurant,N/A - Not Applicable,2024-03-21
10678177,Restaurant,N/A - Not Applicable,2023-03-16
10678177,Restaurant,N/A - Not Applicable,2023-07-21
10678177,Restaurant,N/A - Not Applicable,2024-01-24
10761531,Food Take Out,N/A - Not Applicable,2022-08-19
10759411,Restaurant,M - Minor,2022-07-21
10759411,Restaurant,S - Significant,2022-07-21
10759411,Restaurant,S - Significant,2022-07-21
10759411,Restaurant,C - Crucial,2022-07-21
10759411,Restaurant,S - Significant,2022-07-21
10759411,Restaurant,M - Minor,2022-07-21
10759411,Restaurant,M - Minor,2022-11-14
10759411,Restaurant,M - Minor,2023-02-22
10759411,Restaurant,M - Minor,2023-02-22
10759411,Restaurant,M - Minor,2023-02-22
10759411,Restaurant,M - Minor,2023-02-22
10759411,Restaurant,C - Crucial,2023-08-21
10759411,Restaurant,M - Minor,2023-08-21
10759411,Restaurant,S - Significant,2023-08-21
10759411,Restaurant,N/A - Not Applicable,2023-09-14
10759411,Restaurant,S - Significant,2023-11-02
10759411,Restaurant,NA - Not Applicable,2023-11-02
10759411,Restaurant,N/A - Not Applicable,2024-04-24
10801800,Restaurant,N/A - Not Applicable,2024-01-11
10664471,Restaurant,S - Significant,2023-12-22
10664471,Restaurant,S - Significant,2023-12-22
10664471,Restaurant,S - Significant,2023-12-22
10664471,Restaurant,N/A - Not Applicable,2023-12-27
10692713,Food Take Out,N/A - Not Applicable,2022-10-20
10692713,Food Take Out,S - Significant,2023-12-12
10692713,Food Take Out,S - Significant,2024-01-26
10752576,Restaurant,M - Minor,2023-02-17
10752576,Restaurant,M - Minor,2023-02-17
10752576,Restaurant,NA - Not Applicable,2023-02-17
10752576,Restaurant,M - Minor,2023-08-29
10752576,Restaurant,NA - Not Applicable,2024-03-08
10769044,Food Take Out,N/A - Not Applicable,2022-11-24
10769044,Food Take Out,NA - Not Applicable,2023-12-12
10675645,Restaurant,N/A - Not Applicable,2022-12-20
10675645,Restaurant,N/A - Not Applicable,2023-05-02
10675645,Restaurant,N/A - Not Applicable,2023-12-13
10675645,Restaurant,M - Minor,2024-03-27
10778550,Restaurant,NA - Not Applicable,2023-04-18
10778550,Restaurant,S - Significant,2023-04-18
10778550,Restaurant,NA - Not Applicable,2023-07-05
10778550,Restaurant,N/A - Not Applicable,2024-05-30
10679849,Restaurant,M - Minor,2022-12-21
10679849,Restaurant,NA - Not Applicable,2022-12-21
10679849,Restaurant,S - Significant,2022-12-21
10679849,Restaurant,S - Significant,2022-12-21
10679849,Restaurant,S - Significant,2022-12-21
10679849,Restaurant,S - Significant,2022-12-21
10679849,Restaurant,NA - Not Applicable,2023-02-22
10679849,Restaurant,M - Minor,2023-12-12
10679849,Restaurant,M - Minor,2024-04-22
10679849,Restaurant,M - Minor,2024-04-22
10679849,Restaurant,S - Significant,2024-04-22
10679849,Restaurant,M - Minor,2024-04-22
10679849,Restaurant,M - Minor,2024-04-22
10679849,Restaurant,S - Significant,2024-04-22
10679849,Restaurant,M - Minor,2024-04-22
10679849,Restaurant,M - Minor,2024-06-03
10679849,Restaurant,S - Significant,2024-06-03
10721292,Food Take Out,NA - Not Applicable,2023-02-06
10721292,Food Take Out,N/A - Not Applicable,2023-07-14
10721292,Food Take Out,N/A - Not Applicable,2024-01-22
10759936,Restaurant,M - Minor,2022-11-25
10759936,Restaurant,M - Minor,2023-02-22
10759936,Restaurant,C - Crucial,2023-06-13
10759936,Restaurant,S - Significant,2023-06-13
10759936,Restaurant,S - Significant,2023-06-13
10759936,Restaurant,S - Significant,2023-06-13
10759936,Restaurant,M - Minor,2023-06-13
10759936,Restaurant,N/A - Not Applicable,2023-06-15
10759936,Restaurant,M - Minor,2024-01-19
10759936,Restaurant,M - Minor,2024-01-19
10759936,Restaurant,S - Significant,2024-01-19
10759936,Restaurant,S - Significant,2024-01-19
10759936,Restaurant,S - Significant,2024-01-19
10654064,Restaurant,C - Crucial,2023-03-31
10654064,Restaurant,S - Significant,2023-03-31
10654064,Restaurant,S - Significant,2023-03-31
10654064,Restaurant,M - Minor,2023-03-31
10654064,Restaurant,S - Significant,2023-03-31
10654064,Restaurant,M - Minor,2023-03-31
10654064,Restaurant,M - Minor,2023-03-31
10654064,Restaurant,S - Significant,2023-03-31
10654064,Restaurant,S - Significant,2023-03-31
10654064,Restaurant,N/A - Not Applicable,2023-04-05
10654064,Restaurant,M - Minor,2023-07-31
10654064,Restaurant,M - Minor,2023-07-31
10654064,Restaurant,M - Minor,2023-07-31
10654064,Restaurant,M - Minor,2023-07-31
10654064,Restaurant,M - Minor,2023-07-31
10654064,Restaurant,M - Minor,2023-12-18
10654064,Restaurant,S - Significant,2023-12-18
10654064,Restaurant,M - Minor,2023-12-18
9001631,Restaurant,NA - Not Applicable,2022-07-20
9001631,Restaurant,N/A - Not Applicable,2023-03-01
9001631,Restaurant,N/A - Not Applicable,2023-11-13
10357209,Restaurant,N/A - Not Applicable,2022-11-09
10794648,Restaurant,N/A - Not Applicable,2023-09-29
10794648,Restaurant,M - Minor,2024-04-11
10715667,Restaurant,N/A - Not Applicable,2022-10-20
10715667,Restaurant,N/A - Not Applicable,2023-08-03
10641325,Food Take Out,N/A - Not Applicable,2022-09-16
10641325,Food Take Out,N/A - Not Applicable,2023-12-14
10641325,Food Take Out,N/A - Not Applicable,2024-04-18
10608999,Restaurant,M - Minor,2022-10-25
10608999,Restaurant,S - Significant,2022-10-25
10608999,Restaurant,N/A - Not Applicable,2023-04-20
10608999,Restaurant,M - Minor,2023-08-23
10608999,Restaurant,M - Minor,2023-12-21
10608999,Restaurant,M - Minor,2024-01-16
10803799,Restaurant,N/A - Not Applicable,2024-02-09
10803799,Restaurant,N/A - Not Applicable,2024-05-16
10804159,Food Take Out,N/A - Not Applicable,2024-02-13
10809933,Food Take Out,N/A - Not Applicable,2024-05-03
10404940,Restaurant,M - Minor,2022-12-22
10404940,Restaurant,N/A - Not Applicable,2023-10-30
10404940,Restaurant,N/A - Not Applicable,2024-03-11
10667015,Restaurant,M - Minor,2023-04-05
10667015,Restaurant,S - Significant,2023-04-05
10667015,Restaurant,S - Significant,2023-04-05
10667015,Restaurant,M - Minor,2023-08-03
10667015,Restaurant,M - Minor,2023-10-12
10667015,Restaurant,M - Minor,2023-10-12
10667015,Restaurant,M - Minor,2023-10-12
10667015,Restaurant,M - Minor,2024-01-19
10667015,Restaurant,M - Minor,2024-01-19
10667015,Restaurant,M - Minor,2024-04-19
10667015,Restaurant,M - Minor,2024-04-19
10667015,Restaurant,N/A - Not Applicable,2022-06-23
10667015,Restaurant,N/A - Not Applicable,2022-09-13
10349161,Restaurant,NA - Not Applicable,2022-09-15
10349161,Restaurant,NA - Not Applicable,2022-09-15
10349161,Restaurant,C - Crucial,2023-04-26
10349161,Restaurant,NA - Not Applicable,2023-04-26
10349161,Restaurant,S - Significant,2023-04-26
10349161,Restaurant,N/A - Not Applicable,2023-04-27
10349161,Restaurant,S - Significant,2024-01-05
10699533,Restaurant,M - Minor,2022-12-12
10699533,Restaurant,M - Minor,2022-12-12
10699533,Restaurant,N/A - Not Applicable,2023-05-05
10765940,Restaurant,S - Significant,2022-10-12
10765940,Restaurant,NA - Not Applicable,2022-10-12
10765940,Restaurant,M - Minor,2023-12-12
10765940,Restaurant,M - Minor,2023-12-12
10765940,Restaurant,M - Minor,2023-12-12
10765940,Restaurant,S - Significant,2023-12-12
10765940,Restaurant,M - Minor,2023-12-12
9001699,Restaurant,M - Minor,2022-08-03
9001699,Restaurant,M - Minor,2022-08-03
9001699,Restaurant,M - Minor,2022-08-03
9001699,Restaurant,S - Significant,2023-04-27
9001699,Restaurant,M - Minor,2023-04-27
9001699,Restaurant,NA - Not Applicable,2023-04-27
9001699,Restaurant,M - Minor,2023-04-27
9001699,Restaurant,S - Significant,2023-10-17
9001699,Restaurant,S - Significant,2023-10-17
9001699,Restaurant,M - Minor,2023-10-17
9001699,Restaurant,S - Significant,2023-10-17
9001699,Restaurant,S - Significant,2023-10-17
9001699,Restaurant,M - Minor,2023-10-17
9001699,Restaurant,S - Significant,2023-10-17
9001699,Restaurant,M - Minor,2023-10-17
9001699,Restaurant,M - Minor,2023-10-17
9001699,Restaurant,NA - Not Applicable,2023-10-17
9001699,Restaurant,M - Minor,2023-10-20
10776281,Restaurant,M - Minor,2023-03-16
10776281,Restaurant,M - Minor,2023-03-16
10776281,Restaurant,M - Minor,2023-08-24
10776281,Restaurant,M - Minor,2023-08-24
10776281,Restaurant,N/A - Not Applicable,2024-04-22
10776281,Restaurant,M - Minor,2024-06-04
10776281,Restaurant,M - Minor,2024-06-04
10572173,Restaurant,N/A - Not Applicable,2023-03-16
10572173,Restaurant,M - Minor,2023-08-21
10701925,Restaurant,N/A - Not Applicable,2022-06-30
10701925,Restaurant,N/A - Not Applicable,2023-05-23
10419896,Restaurant,N/A - Not Applicable,2022-07-26
10419896,Restaurant,M - Minor,2023-03-22
10419896,Restaurant,M - Minor,2024-02-27
10683770,Food Take Out,N/A - Not Applicable,2022-08-19
10762291,Food Take Out,N/A - Not Applicable,2022-08-24
10785942,Food Take Out,N/A - Not Applicable,2023-06-30
10726958,Food Take Out,M - Minor,2023-06-16
10726958,Food Take Out,N/A - Not Applicable,2023-11-29
10726958,Food Take Out,N/A - Not Applicable,2024-06-11
10753734,Food Take Out,N/A - Not Applicable,2023-01-20
10761477,Food Take Out,NA - Not Applicable,2022-08-16
10761477,Food Take Out,M - Minor,2023-03-20
10761477,Food Take Out,N/A - Not Applicable,2023-12-13
10761477,Food Take Out,N/A - Not Applicable,2024-01-10
10714704,Food Take Out,N/A - Not Applicable,2022-11-10
10714704,Food Take Out,N/A - Not Applicable,2023-11-09
10714704,Food Take Out,N/A - Not Applicable,2024-06-06
10595510,Food Take Out,N/A - Not Applicable,2022-11-10
10595510,Food Take Out,N/A - Not Applicable,2023-10-17
10595510,Food Take Out,N/A - Not Applicable,2024-06-06
10797543,Restaurant,M - Minor,2023-11-03
10797543,Restaurant,S - Significant,2023-11-03
10797543,Restaurant,C - Crucial,2023-11-03
10797543,Restaurant,S - Significant,2023-11-03
10797543,Restaurant,N/A - Not Applicable,2023-11-08
10797543,Restaurant,S - Significant,2024-01-31
10781804,Restaurant,M - Minor,2023-05-23
10781804,Restaurant,M - Minor,2023-05-23
10781804,Restaurant,S - Significant,2023-05-23
10781804,Restaurant,S - Significant,2023-08-04
10781804,Restaurant,S - Significant,2023-08-04
10781804,Restaurant,M - Minor,2023-08-04
10781804,Restaurant,S - Significant,2023-11-29
10781804,Restaurant,S - Significant,2023-11-29
10781804,Restaurant,M - Minor,2023-11-29
10781804,Restaurant,S - Significant,2023-11-29
10781804,Restaurant,M - Minor,2023-11-29
10781804,Restaurant,S - Significant,2024-01-31
10781804,Restaurant,M - Minor,2024-01-31
10781804,Restaurant,M - Minor,2024-01-31
10781804,Restaurant,M - Minor,2024-01-31
10579978,Restaurant,N/A - Not Applicable,2022-11-21
10579978,Restaurant,N/A - Not Applicable,2023-02-13
10579978,Restaurant,N/A - Not Applicable,2023-07-21
10579978,Restaurant,N/A - Not Applicable,2024-04-22
10808849,Restaurant,N/A - Not Applicable,2024-04-12
10579888,Restaurant,NA - Not Applicable,2022-11-25
10579888,Restaurant,M - Minor,2022-11-25
10579888,Restaurant,M - Minor,2023-02-14
10579888,Restaurant,M - Minor,2024-05-16
10813472,Food Take Out,M - Minor,2024-05-31
10392251,Food Take Out,N/A - Not Applicable,2022-08-11
10449389,Food Take Out,N/A - Not Applicable,2022-12-01
10792789,Restaurant,N/A - Not Applicable,2023-09-08
10792789,Restaurant,N/A - Not Applicable,2024-03-13
10366150,Restaurant,N/A - Not Applicable,2022-06-29
10366150,Restaurant,M - Minor,2023-12-12
10748738,Restaurant,N/A - Not Applicable,2023-12-18
10748738,Restaurant,N/A - Not Applicable,2024-06-13
10718949,Restaurant,M - Minor,2022-12-05
10718949,Restaurant,M - Minor,2022-12-05
10718949,Restaurant,S - Significant,2023-04-13
10718949,Restaurant,M - Minor,2023-04-13
10718949,Restaurant,M - Minor,2023-04-13
10718949,Restaurant,N/A - Not Applicable,2023-06-21
10718949,Restaurant,M - Minor,2023-09-27
10718949,Restaurant,M - Minor,2024-01-29
10718949,Restaurant,M - Minor,2024-05-17
10517613,Restaurant,M - Minor,2022-08-17
10517613,Restaurant,M - Minor,2022-08-17
10517613,Restaurant,NA - Not Applicable,2023-01-24
10517613,Restaurant,N/A - Not Applicable,2023-07-10
10517613,Restaurant,M - Minor,2023-09-27
